county,sitename,Date,pm2.5,pm10,no,no2,nox,co,so2,o3,AQI,status
Region XII (SOCCSKSARGEN),Tacurong,2023-03-01,5.548469907381522,9.547116771941573,3.992919411195186,8.823944726700832,6.79293799308489,0.2721442688952721,2.9802283758097428,23.978105758895,23.0,good
Region XII (SOCCSKSARGEN),Tacurong,2023-04-01,14.47182411243177,27.736249397055023,7.760856456016698,20.08599666713153,14.758832155268562,0.5662507092269017,4.986742100173838,6.958706464472924,56.0,acutely unhealthy
Region XII (SOCCSKSARGEN),Tacurong,2023-05-01,27.548271509674613,20.41030455016664,16.075025322257098,46.36536933912436,33.093409170532176,1.1238630324205077,13.610874011744048,36.729064841122,83.0,acutely unhealthy
Region XII (SOCCSKSARGEN),Tacurong,2023-06-01,8.152850755902133,13.084359703278258,6.096223856070229,13.493274168951382,10.382433953261454,0.3532612879532901,3.563024962575177,46.69807103168328,34.0,fair
Region XII (SOCCSKSARGEN),Tacurong,2023-07-01,3.5713720959020843,8.557978599330145,2.314155073382536,6.263703306157377,4.546264941156155,0.1242280235584224,0.9973297420058946,36.8521937979813,15.0,good
Region XII (SOCCSKSARGEN),Tacurong,2023-08-01,9.65207001927601,11.884843280255891,3.5520737571077468,10.233349472830666,7.30627431186736,0.2380443000660073,2.959098450648734,63.77000030257579,40.0,unhealthy for sensitive group
Region XII (SOCCSKSARGEN),Tacurong,2023-09-01,6.498168252103939,15.211707961181638,4.482227740853261,10.190403501520755,7.77649455845823,0.1897687445917697,2.575113027962687,38.88226047669443,27.0,fair
Region XII (SOCCSKSARGEN),Tacurong,2023-10-01,3.005285778197139,5.744163241984523,0.9357052190668114,3.911855250934417,2.569207049100651,0.0823569651443704,1.7137195800843914,47.79166455166082,13.0,good
Region XII (SOCCSKSARGEN),Tacurong,2023-11-01,16.113347693860966,26.45055651207821,11.662252869581977,26.11643208251602,20.02270302461194,0.7557764180391077,7.276311941247682,41.07285339431284,59.0,acutely unhealthy
Region XII (SOCCSKSARGEN),Tacurong,2023-12-01,9.317743702791375,14.981949052406415,6.467908633902392,13.809361281552048,15.60900055439588,0.3899568551317074,3.773773449514334,45.07691562717029,39.0,unhealthy for sensitive group
Region XII (SOCCSKSARGEN),Tacurong,2024-01-01,10.0022866651738,21.060842056427816,7.155365746038229,13.967838186376536,11.195298084179823,0.3658630827717135,4.585239814368904,45.75547304051673,42.0,unhealthy for sensitive group
Region XII (SOCCSKSARGEN),Tacurong,2024-02-01,16.227419043083113,37.78056756068195,5.059648778285671,16.28239271355268,11.311281990674328,0.4431354372045439,2.634120078834952,54.27571732657369,60.0,acutely unhealthy
Region XII (SOCCSKSARGEN),Tacurong,2024-03-01,2.734603237101324,6.563360832274475,2.150011835983576,4.062895903741214,3.2928411020541386,0.0674832974785361,0.6830003433010002,32.792937479331,11.0,good
Region XII (SOCCSKSARGEN),Tacurong,2024-04-01,2.0,3.577463301120453,1.214132027733161,2.672608596356248,2.059972530767386,0.0754774273624342,1.17656122827565,37.64249420114385,8.0,good
Region XII (SOCCSKSARGEN),Tacurong,2024-05-01,20.366977556015453,37.08880727670576,14.257377100653992,25.78503938419912,21.222480736972148,0.4860293200679183,10.894000741820108,38.73159051755372,68.0,acutely unhealthy
Region XII (SOCCSKSARGEN),Tacurong,2024-06-01,1.4,2.2412273196059944,0.8165913723597285,2.5074228031058223,1.7617275129967418,0.0470151611497833,0.5875868784151912,37.91432675770927,6.0,good
